"transaction_description","category","country","currency"
"Citibank Hospital","Financial Services","CANADA","CAD"
"Local Food Bank - Morning","Charity & Donations","AUSTRALIA","AUD"
"Post Office #2669 - Morning","Government & Legal","USA","USD"
"Gas Company Online (App)","Utilities & Services","AUSTRALIA","AUD"
"NSA Store","Government & Legal","AUSTRALIA","AUD"
"Taco Bell #4006 Store Business District","Food & Dining","CANADA","CAD"
"Dollar Tree #8832 Center (Card)","Shopping & Retail","INDIA","INR"
"Maternity Leave Center","Income","AUSTRALIA","AUD"
"Overtime #2557 Store (App)","Income","INDIA","INR"
"Nature Conservancy - INDIA","Charity & Donations","INDIA","INR"
"Macy's Store Business District","Shopping & Retail","UK","GBP"
"Bookkeeping Business District","Financial Services","INDIA","INR"
"Ambulance - INDIA","Government & Legal","INDIA","INR"
"Commission Store Branch TXN626587","Income","USA","USD"
"Uniqlo #8206 Branch","Shopping & Retail","INDIA","INR"
"Primary Care #7586 - Dinner Time","Healthcare & Medical","AUSTRALIA","AUD"
"Surgery Online Business District","Healthcare & Medical","CANADA","CAD"
"Moe's Southwest Grill #1944","Food & Dining","INDIA","INR"
"Toll #7770","Transportation","INDIA","INR"
"Dish","Utilities & Services","USA","USD"
"Fiber #5912 - USA","Utilities & Services","USA","USD"
"Clinic","Healthcare & Medical","CANADA","CAD"
"Police Department Store - Weekend","Government & Legal","USA","USD"
"Verizon Online Campus","Utilities & Services","INDIA","INR"
"Neurologist - INDIA - Lunch Time","Healthcare & Medical","INDIA","INR"
"WOW #7222 - UK (Digital Wallet)","Utilities & Services","UK","GBP"
"MRI - INDIA","Healthcare & Medical","INDIA","INR"
"Veterans Organization","Charity & Donations","AUSTRALIA","AUD"
"Oxfam #5293 Hospital","Charity & Donations","UK","GBP"
"Rite Aid #1734 - UK (Card)","Healthcare & Medical","UK","GBP"
"HughesNet - UK Branch","Utilities & Services","UK","GBP"
"Frontier #5457 (App)","Utilities & Services","UK","GBP"
"In-N-Out #6731 Center TXN905275","Food & Dining","UK","GBP"
"Best Buy #4661 Online - Weekday","Shopping & Retail","INDIA","INR"
"National Parks","Charity & Donations","INDIA","INR"
"Theater #3068 - CANADA","Entertainment & Recreation","CANADA","CAD"
"Rite Aid Online (Mobile)","Shopping & Retail","CANADA","CAD"
"Licensing #4309","Income","UK","GBP"
"Consolidated Communications","Utilities & Services","CANADA","CAD"
"Annuity #4350 Strip Mall","Income","UK","GBP"
"Jersey Mike's Store","Food & Dining","AUSTRALIA","AUD"
"Macy's","Shopping & Retail","UK","GBP"
"Bookkeeping - Lunch Time","Financial Services","USA","USD"
"Overtime - Night","Income","INDIA","INR"
"Orange Theory (Contactless)","Entertainment & Recreation","AUSTRALIA","AUD"
"Firehouse Subs Branch TXN876888","Food & Dining","AUSTRALIA","AUD"
"Allegiant Store","Transportation","USA","USD"
"DirecTV Store","Utilities & Services","UK","GBP"
"Retirement Planning #4373 Shopping Center","Financial Services","USA","USD"
"Panera Bread #2889","Food & Dining","USA","USD"
"CIA - INDIA","Government & Legal","INDIA","INR"
"In-N-Out TXN851906","Food & Dining","UK","GBP"
"United","Transportation","INDIA","INR"
"Dollar #1120 - INDIA - Evening","Transportation","INDIA","INR"
"Kaiser Permanente - UK (Contactless)","Healthcare & Medical","UK","GBP"
"Ross Hospital","Shopping & Retail","USA","USD"
"IRS #1130 Store","Government & Legal","AUSTRALIA","AUD"
"CenturyLink - USA","Utilities & Services","USA","USD"
"Rite Aid Online (Bank Transfer)","Healthcare & Medical","UK","GBP"
"Credit Store","Income","USA","USD"
"Bonus Store Branch (Card)","Income","INDIA","INR"
"Full-time #8088 (ACH)","Income","UK","GBP"
"MTA Store","Transportation","USA","USD"
"Pure Barre","Entertainment & Recreation","CANADA","CAD"
"Online Bank Campus","Financial Services","INDIA","INR"
"Emergency Room - USA","Healthcare & Medical","USA","USD"
"Rite Aid","Shopping & Retail","AUSTRALIA","AUD"
"Loan #6653 Store (Mobile)","Financial Services","INDIA","INR"
"Bank Store Business District","Financial Services","USA","USD"
"Gas Company","Utilities & Services","UK","GBP"
"Psychiatrist Online","Healthcare & Medical","USA","USD"
"Spectrum","Utilities & Services","AUSTRALIA","AUD"
"Payroll #7628","Income","UK","GBP"
"Pharmacy - UK TXN365595","Healthcare & Medical","UK","GBP"
"Bank of America #8936 - CANADA - Weekend","Financial Services","CANADA","CAD"
"Pharmacy Center","Healthcare & Medical","INDIA","INR"
"SoulCycle Online Campus","Entertainment & Recreation","USA","USD"
"Swimming Pool","Entertainment & Recreation","AUSTRALIA","AUD"
"BMO Harris - USA Center","Financial Services","USA","USD"
"Marshals Store (App)","Government & Legal","UK","GBP"
"Maven #4855 Station","Transportation","UK","GBP"
"Carl's Jr - CANADA","Food & Dining","CANADA","CAD"
"United Way Online","Charity & Donations","AUSTRALIA","AUD"
"Walgreens","Healthcare & Medical","UK","GBP"
"Transfer","Financial Services","CANADA","CAD"
"Amazon Prime - AUSTRALIA Shopping Center","Entertainment & Recreation","AUSTRALIA","AUD"
"Fiber","Utilities & Services","USA","USD"
"Lord & Taylor - UK Center","Shopping & Retail","UK","GBP"
"McDonald's - Night","Food & Dining","CANADA","CAD"
"Windstream #3972 - Night","Utilities & Services","CANADA","CAD"
"Burger King #1920 TXN334107","Food & Dining","UK","GBP"
"Dunkin' Donuts #1443 (Wire)","Food & Dining","AUSTRALIA","AUD"
"Nature Conservancy Store","Charity & Donations","INDIA","INR"
"Neiman Marcus Store - Lunch Time","Shopping & Retail","INDIA","INR"
"Overtime","Income","CANADA","CAD"
"Maven #8622","Transportation","INDIA","INR"
"Specialist - AUSTRALIA Branch Center Mall","Healthcare & Medical","AUSTRALIA","AUD"
"Stock Branch","Financial Services","INDIA","INR"
"Lord & Taylor - CANADA Store Center Campus","Shopping & Retail","CANADA","CAD"
"Stock #4535 - INDIA Airport","Financial Services","INDIA","INR"
"Electric Company TXN757310","Utilities & Services","USA","USD"
"Digital Bank Store Center (Mobile)","Financial Services","AUSTRALIA","AUD"
"Credit #2327 Store Online - Night","Income","AUSTRALIA","AUD"
"Dunkin' Donuts - CANADA Store","Food & Dining","CANADA","CAD"
"Whataburger","Food & Dining","AUSTRALIA","AUD"
"SPCA Center - Evening","Charity & Donations","INDIA","INR"
"Annuity #2640","Income","AUSTRALIA","AUD"
"M&T Bank - CANADA Strip Mall","Financial Services","CANADA","CAD"
"Marshals - CANADA","Government & Legal","CANADA","CAD"
"Animal Shelter #8873","Charity & Donations","CANADA","CAD"
"Eye Care","Healthcare & Medical","INDIA","INR"
"Marshals #3227 (Wire)","Government & Legal","UK","GBP"
"Local Food Bank #1672","Charity & Donations","UK","GBP"
"Chevron Center","Transportation","CANADA","CAD"
"Bojangles","Food & Dining","UK","GBP"
"Mutual Fund","Financial Services","UK","GBP"
"Federal Building #5776 Store","Government & Legal","CANADA","CAD"
"Ulta","Shopping & Retail","USA","USD"
"Rite Aid #9303 Center","Healthcare & Medical","CANADA","CAD"
"Zoo - CANADA","Entertainment & Recreation","CANADA","CAD"
"Credit","Income","AUSTRALIA","AUD"
"Offering #1084 Online","Charity & Donations","AUSTRALIA","AUD"
"Office Depot Store (App)","Shopping & Retail","USA","USD"
"Commission #2470 Shopping Center","Income","USA","USD"
"First National","Financial Services","USA","USD"
"Five Guys #1108 - INDIA","Food & Dining","INDIA","INR"
"Barneys New York - USA","Shopping & Retail","USA","USD"
"Credit - INDIA","Income","INDIA","INR"
"AMC - INDIA TXN250587","Entertainment & Recreation","INDIA","INR"
"Spectrum - USA","Utilities & Services","USA","USD"
"Overtime - Rush Hour","Income","AUSTRALIA","AUD"
"DSL #3418","Utilities & Services","UK","GBP"
"Franchise #7845","Income","UK","GBP"
"Popeyes (Cash)","Food & Dining","CANADA","CAD"
"Occupational Therapy - Night","Healthcare & Medical","AUSTRALIA","AUD"
"Gold's Gym #8855 - UK - Lunch Time","Entertainment & Recreation","UK","GBP"
"Part-time - USA","Income","USA","USD"
"Greenpeace #6014 - CANADA Store Online Center - Lunch Time","Charity & Donations","CANADA","CAD"
"Google Fiber","Utilities & Services","UK","GBP"
"Investment Bank #7133 Store - Morning","Financial Services","AUSTRALIA","AUD"
"Highway Patrol Center","Government & Legal","AUSTRALIA","AUD"
"Safeway","Food & Dining","UK","GBP"
"SunTrust Online","Financial Services","USA","USD"
"Zara","Shopping & Retail","AUSTRALIA","AUD"
"Municipal Building - USA Store Online","Government & Legal","USA","USD"
"Turo","Transportation","USA","USD"
"Saks Fifth Avenue","Shopping & Retail","CANADA","CAD"
"Brokerage","Financial Services","UK","GBP"
"DirecTV","Utilities & Services","INDIA","INR"
"Salvation Army Branch","Charity & Donations","USA","USD"
"M&T Bank #6190 - Weekend","Financial Services","CANADA","CAD"
"Service Campus","Government & Legal","INDIA","INR"
"Popeyes - Rush Hour","Food & Dining","CANADA","CAD"
"Viasat (Mobile)","Utilities & Services","UK","GBP"
"Office Depot - Weekend","Shopping & Retail","USA","USD"
"Community Center Airport","Charity & Donations","INDIA","INR"
"GoFundMe #7572 - Holiday","Charity & Donations","UK","GBP"
"Nordstrom Rack - CANADA","Shopping & Retail","CANADA","CAD"
"Marshalls Online Branch - Morning","Shopping & Retail","CANADA","CAD"
"American Airlines #7306 - CANADA","Transportation","CANADA","CAD"
"ATF","Government & Legal","INDIA","INR"
"Banking #3752 Store (Card)","Financial Services","USA","USD"
"Zoo #6188 (ACH)","Entertainment & Recreation","INDIA","INR"
"Alamo","Transportation","AUSTRALIA","AUD"
"Maternity Leave","Income","USA","USD"
"Sick Pay #7844","Income","INDIA","INR"
"Part-time Branch","Income","AUSTRALIA","AUD"
"Hawaiian Airlines #6604 Online (Online)","Transportation","INDIA","INR"
"Emergency Room #4778 - UK","Healthcare & Medical","UK","GBP"
"Domino's #2746 Shopping Center","Food & Dining","CANADA","CAD"
"County Clerk Online","Government & Legal","AUSTRALIA","AUD"
"Rite Aid - UK (Bank Transfer)","Healthcare & Medical","UK","GBP"
"Chiropractor #4946 - CANADA TXN645607","Healthcare & Medical","CANADA","CAD"
"Religious Organization","Charity & Donations","USA","USD"
"Orange Theory (Online)","Entertainment & Recreation","USA","USD"
"Cleveland Clinic","Healthcare & Medical","UK","GBP"
"Sephora (Mobile)","Shopping & Retail","AUSTRALIA","AUD"
"Goodwill Airport","Charity & Donations","INDIA","INR"
"Santander","Financial Services","UK","GBP"
"Psychiatrist #5088 Store (Contactless)","Healthcare & Medical","UK","GBP"
"Regions Bank","Financial Services","USA","USD"
"Cardiologist (Online)","Healthcare & Medical","INDIA","INR"
"Olive Garden","Food & Dining","UK","GBP"
"Blood Test","Healthcare & Medical","USA","USD"
"Anytime Fitness #4821","Entertainment & Recreation","USA","USD"
"Laser Tag #6113","Entertainment & Recreation","INDIA","INR"
"Dividend #6969","Income","USA","USD"
"Royalty #9776 - Rush Hour","Income","INDIA","INR"
"Gig Work #3000 - Rush Hour","Income","AUSTRALIA","AUD"
"Enterprise","Transportation","INDIA","INR"
"BB&T Center","Financial Services","AUSTRALIA","AUD"
"Neiman Marcus - Evening","Shopping & Retail","UK","GBP"
"Surgery TXN564784","Healthcare & Medical","UK","GBP"
"Xfinity - Weekend","Utilities & Services","AUSTRALIA","AUD"
"Clinic","Healthcare & Medical","AUSTRALIA","AUD"
"Surgery #9212","Healthcare & Medical","USA","USD"
"Dollar Tree #2634 - USA TXN329480","Shopping & Retail","USA","USD"
"Blood Test #8923 Online","Healthcare & Medical","AUSTRALIA","AUD"
"Homeless Shelter #9662 (Cash)","Charity & Donations","CANADA","CAD"
"RCN","Utilities & Services","USA","USD"
"Urgent Care","Healthcare & Medical","AUSTRALIA","AUD"
"Burger King #6747 - INDIA","Food & Dining","INDIA","INR"
"Staples #6864","Shopping & Retail","INDIA","INR"
"Enterprise","Transportation","AUSTRALIA","AUD"
"Bloomingdale's #4248 Store","Shopping & Retail","AUSTRALIA","AUD"
"Firehouse Subs","Food & Dining","CANADA","CAD"
"Credit Union - INDIA - Lunch Time","Financial Services","INDIA","INR"
"Zaxby's Store TXN215162","Food & Dining","AUSTRALIA","AUD"
"Pharmacy Hospital","Healthcare & Medical","UK","GBP"
"Psychiatrist - Evening","Healthcare & Medical","INDIA","INR"
"Burlington #3870","Shopping & Retail","UK","GBP"
"Peter Pan #2769 Residential","Transportation","UK","GBP"
"Mount Sinai Online","Healthcare & Medical","INDIA","INR"
"KeyBank","Financial Services","CANADA","CAD"
"Safeway Pharmacy - UK Center","Healthcare & Medical","UK","GBP"
"Zara #5942 - USA - Weekday","Shopping & Retail","USA","USD"
"First National - AUSTRALIA Strip Mall","Financial Services","AUSTRALIA","AUD"
"Cable One - Afternoon","Utilities & Services","INDIA","INR"
"Unemployment","Income","USA","USD"
"WOW - AUSTRALIA","Utilities & Services","AUSTRALIA","AUD"
"NGO Airport","Charity & Donations","USA","USD"
"Delta #1096 - Night","Transportation","UK","GBP"
"Temple #5113 (Mobile)","Charity & Donations","USA","USD"
"Gym Online (Mobile)","Entertainment & Recreation","AUSTRALIA","AUD"
"Popeyes #3406","Food & Dining","CANADA","CAD"
"Crunch Fitness #5484 Online","Entertainment & Recreation","UK","GBP"
"Stock","Financial Services","USA","USD"
"Uber","Transportation","AUSTRALIA","AUD"
"Mass General #2700 - Dinner Time","Healthcare & Medical","UK","GBP"
"Social Security","Income","INDIA","INR"
"National #5381 - UK","Transportation","UK","GBP"
"Suddenlink Online","Utilities & Services","INDIA","INR"
"Reward - UK","Income","UK","GBP"
"Income","Income","USA","USD"
"Charter - CANADA","Utilities & Services","CANADA","CAD"
"Doctors Without Borders #5987","Charity & Donations","USA","USD"
"Whole Foods - Weekend","Food & Dining","USA","USD"
"Tim Hortons - USA","Food & Dining","USA","USD"
"Dividend","Income","UK","GBP"
"Zaxby's #3659 Store","Food & Dining","INDIA","INR"
"Church #9636","Charity & Donations","AUSTRALIA","AUD"
"Belk","Shopping & Retail","AUSTRALIA","AUD"
"Bloomingdale's","Shopping & Retail","AUSTRALIA","AUD"
"Sephora #1132 - Afternoon","Shopping & Retail","CANADA","CAD"
"Tax Branch TXN988279","Government & Legal","USA","USD"
"Police Department #7354 - INDIA","Government & Legal","INDIA","INR"
"Zipcar Online Hospital","Transportation","UK","GBP"
"Gig Work #7208 (Card)","Income","INDIA","INR"
"Subway Branch","Food & Dining","USA","USD"
"MARTA","Transportation","AUSTRALIA","AUD"
"DSL","Utilities & Services","AUSTRALIA","AUD"
"Escape Room TXN334899","Entertainment & Recreation","INDIA","INR"
"Contract Work #9210","Income","AUSTRALIA","AUD"
"Taco Bell","Food & Dining","UK","GBP"
"Government Store Center","Government & Legal","CANADA","CAD"
"Pediatrician - Night","Healthcare & Medical","USA","USD"
"Uniqlo - Dinner Time","Shopping & Retail","UK","GBP"
"ASPCA","Charity & Donations","AUSTRALIA","AUD"
"Municipal Building - Weekday","Government & Legal","AUSTRALIA","AUD"
"Sick Pay - UK Store","Income","UK","GBP"
"Broadband Store","Utilities & Services","UK","GBP"
"Fair","Entertainment & Recreation","USA","USD"
"Dunkin' Donuts - INDIA Center","Food & Dining","INDIA","INR"
"Cinemark Store","Entertainment & Recreation","UK","GBP"
"Legal #2754","Government & Legal","CANADA","CAD"
"RCN - INDIA","Utilities & Services","INDIA","INR"
"Pilates Store","Entertainment & Recreation","CANADA","CAD"
"EMS","Government & Legal","INDIA","INR"
"Capital One #5667 - UK Store Hospital","Financial Services","UK","GBP"
"Safeway - Lunch Time","Food & Dining","UK","GBP"
"Sprint #1127 TXN320655","Utilities & Services","CANADA","CAD"
"Raising Cane's TXN887592","Food & Dining","UK","GBP"
"Ski Resort","Entertainment & Recreation","CANADA","CAD"
"Chick-fil-A","Food & Dining","INDIA","INR"
"Hulu Store TXN434421","Entertainment & Recreation","UK","GBP"
"Charter Center","Utilities & Services","USA","USD"
"PETA - USA","Charity & Donations","USA","USD"
"County Clerk #1988 Store","Government & Legal","USA","USD"
"Alamo #1532 Store","Transportation","CANADA","CAD"
"Uber","Transportation","AUSTRALIA","AUD"
"RCN #3383 - UK Store","Utilities & Services","UK","GBP"
"Freelance #5745 - UK Residential","Income","UK","GBP"
"Festival","Entertainment & Recreation","INDIA","INR"
"Dermatologist","Healthcare & Medical","INDIA","INR"
"Stanford Health","Healthcare & Medical","INDIA","INR"
"MBTA #3834 (Contactless)","Transportation","AUSTRALIA","AUD"
"Social Security","Government & Legal","INDIA","INR"
"Walmart Pharmacy Branch - Morning","Healthcare & Medical","AUSTRALIA","AUD"
"Windstream #7089 Mall","Utilities & Services","AUSTRALIA","AUD"
"Yoga Studio #3438","Entertainment & Recreation","CANADA","CAD"
"UCSF Medical #4166 Store","Healthcare & Medical","INDIA","INR"
"Water Park Store Branch","Entertainment & Recreation","INDIA","INR"
"Train #4052 Store Online (Digital Wallet)","Transportation","AUSTRALIA","AUD"
"Retirement Online","Financial Services","CANADA","CAD"
"Rite Aid","Shopping & Retail","AUSTRALIA","AUD"
"UCLA Medical","Healthcare & Medical","CANADA","CAD"
"FedEx Office Store TXN137878","Shopping & Retail","AUSTRALIA","AUD"
"Wendy's - UK","Food & Dining","UK","GBP"
"Exxon #2769","Transportation","UK","GBP"
"Panda Express - Weekday","Food & Dining","INDIA","INR"
"Unemployment Online Branch","Income","INDIA","INR"
"Anytime Fitness #9726 - AUSTRALIA","Entertainment & Recreation","AUSTRALIA","AUD"
"Shell Mall","Transportation","AUSTRALIA","AUD"
"Spectrum TXN460498","Utilities & Services","CANADA","CAD"
"IRS Shopping Center","Government & Legal","UK","GBP"
"Wendy's Store (Online)","Food & Dining","UK","GBP"
"DirecTV - CANADA Online","Utilities & Services","CANADA","CAD"
"Saks Off 5th","Shopping & Retail","INDIA","INR"
"Carl's Jr #3211 - AUSTRALIA","Food & Dining","AUSTRALIA","AUD"
"In-N-Out - Weekend","Food & Dining","USA","USD"
"Contract Work #6539 - Night","Income","UK","GBP"
"ATF #4547 Online","Government & Legal","USA","USD"
"Spotify #9954 - AUSTRALIA","Entertainment & Recreation","AUSTRALIA","AUD"
"Amazon","Shopping & Retail","USA","USD"
"Investment - INDIA Online","Financial Services","INDIA","INR"
